"","date_yearmon","Site","Ammonia","Nitrate + Nitrite","Orthophosphate","pH","Specific conductance","Temperature, water","Total dissolved solids","Total Phosphorus, mixed forms","Total Nitrogen, mixed forms","Turbidity","Weight","Chlorophyll a, corrected for pheophytin","ActivityStartDate"
"1441",Mar 2019,"Clark Fork River below Cabinet Gorge Dam",NA,0.07,0.0065,NA,NA,NA,NA,0.005,0.14,NA,NA,NA,2019-03-12
"1442",Apr 2019,"Clark Fork River below Cabinet Gorge Dam",NA,0.125,0.0225,NA,NA,NA,NA,0.0295,0.345,NA,NA,NA,2019-04-16
"1443",May 2019,"Clark Fork River below Cabinet Gorge Dam",NA,0.0465,0.014,NA,NA,NA,NA,0.017,0.1675,NA,NA,NA,2019-05-18
"1444",Jun 2019,"Clark Fork River below Cabinet Gorge Dam",0.0174,0.0336666666666667,0.0143333333333333,NA,NA,NA,NA,0.014,0.133333333333333,NA,NA,NA,2019-06-09
"1445",Jul 2019,"Clark Fork River below Cabinet Gorge Dam",0.02,0.029,0.016,NA,NA,NA,NA,0.011,0.09,NA,NA,NA,2019-07-17
"1446",Aug 2019,"Clark Fork River below Cabinet Gorge Dam",0.02,0.027,0.019,NA,NA,NA,NA,0.008,0.12,NA,NA,NA,2019-08-18
"1447",Sep 2019,"Clark Fork River below Cabinet Gorge Dam",0.01,0.0245,0.0115,NA,NA,NA,NA,0.00766666666666667,0.11,NA,NA,NA,2019-09-30
"1448",Oct 2019,"Clark Fork River below Cabinet Gorge Dam",0.02,0.0285,0.01,NA,NA,NA,NA,0.005,0.095,NA,NA,NA,2019-10-28
"1449",Nov 2019,"Clark Fork River below Cabinet Gorge Dam",0.02,0.039,0.005,NA,NA,NA,NA,0.007,0.1,NA,NA,NA,2019-11-12
"1450",Mar 2020,"Clark Fork River below Cabinet Gorge Dam",0.0133666666666667,0.04545,0.003,8.25,180,3.41,117,0.007,0.095,1.79,NA,NA,2020-03-16
"1451",Apr 2020,"Clark Fork River below Cabinet Gorge Dam",NA,0.0195,NA,8.03,194,8.35,126,NA,0.075,1.53,NA,NA,2020-04-21
"1452",May 2020,"Clark Fork River below Cabinet Gorge Dam",0.0183333333333333,0.0437142857142857,0.00357142857142857,7.518,139.2,10.324,89.8,0.0121428571428571,0.167142857142857,7.876,NA,NA,2020-05-15
"1453",Jun 2020,"Clark Fork River below Cabinet Gorge Dam",0.01,0.034,0.003,7.43666666666667,139.333333333333,12.88,90.6666666666667,0.008,0.075,8.73333333333333,NA,NA,2020-06-11
"1454",Jul 2020,"Clark Fork River below Cabinet Gorge Dam",NA,0.004,0.003,7.58,166,17.82,108,0.006,0.14,1.8,NA,NA,2020-07-16
"1455",Aug 2020,"Clark Fork River below Cabinet Gorge Dam",0.01,0.02,0.003,8.08,184,19.94,120,0.008,0.2,1.48,NA,NA,2020-08-12
"1456",Sep 2020,"Clark Fork River below Cabinet Gorge Dam",0.02,0.058,0.0055,7.58,187,17.09,112,0.007,0.155,1.04,NA,NA,2020-09-24
"1457",Oct 2020,"Clark Fork River below Cabinet Gorge Dam",0.02,0.0365,0.005,7.93,207,10.46,134,0.005,0.12,1.45,NA,NA,2020-10-26
"1458",Nov 2020,"Clark Fork River below Cabinet Gorge Dam",0.02,0.0385,0.002,7.95,194,7.94,126,0.005,0.12,1.85,NA,NA,2020-11-17
"1459",Mar 2021,"Clark Fork River below Cabinet Gorge Dam",NA,0.037,NA,8.11,189,3.89,123,NA,0.12,3.19,NA,NA,2021-03-23
"1460",Apr 2021,"Clark Fork River below Cabinet Gorge Dam",0.01,0.012,NA,8.39,188,7.59,122,0.0085,0.15,3.24,NA,NA,2021-04-16
"1461",May 2021,"Clark Fork River below Cabinet Gorge Dam",0.052,0.0285,0.0015,8.02,138.75,11.145,90.25,0.01125,0.1475,4.0775,NA,NA,2021-05-20
"1462",Jun 2021,"Clark Fork River below Cabinet Gorge Dam",0.01,0.0276666666666667,0.00316666666666667,8.0525,140.25,14.645,91.25,0.0138333333333333,0.131666666666667,6.6325,NA,NA,2021-06-17
"1463",Jul 2021,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.14,175,22,113,NA,NA,1.89,NA,NA,2021-07-21
"1464",Aug 2021,"Clark Fork River below Cabinet Gorge Dam",0.0233333333333333,0.0213333333333333,0.00145,8.76,185,21.42,120,0.008,0.103333333333333,1.17,NA,NA,2021-08-15
"1465",Sep 2021,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.77,198,16.56,128,NA,NA,1.47,NA,NA,2021-09-30
"1466",Oct 2021,"Clark Fork River below Cabinet Gorge Dam",0.0133333333333333,0.02425,9e-04,8.68,199,13.81,129,0.005,0.115,1.33,NA,NA,2021-10-18
"1467",Nov 2021,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.57,194,8.32,126,NA,NA,1.49,NA,NA,2021-11-29
"1468",Dec 2021,"Clark Fork River below Cabinet Gorge Dam",NA,0.0525,0.002,NA,NA,NA,NA,0.00366666666666667,0.13,NA,NA,NA,2021-12-12
"1469",Mar 2022,"Clark Fork River below Cabinet Gorge Dam",NA,0.062,0.001,8.1,182,3.46,122,0.0045,0.15,4.12,NA,NA,2022-03-17
"1470",Apr 2022,"Clark Fork River below Cabinet Gorge Dam",NA,0.02,0.002,8.06,150,6.25,97,0.0075,0.105,3.17,NA,NA,2022-04-19
"1471",May 2022,"Clark Fork River below Cabinet Gorge Dam",NA,0.02425,0.00118,7.85,134.666666666667,9.54666666666667,87.6666666666667,0.00775,0.1125,4.54666666666667,NA,NA,2022-05-16
"1472",Jun 2022,"Clark Fork River below Cabinet Gorge Dam",0.02,0.0297142857142857,0.0019875,7.752,125.6,11.864,81.4,0.0117142857142857,0.115714285714286,11.272,NA,NA,2022-06-10
"1473",Jul 2022,"Clark Fork River below Cabinet Gorge Dam",0.01,0.01,0.001,7.95,160,18.69,104,0.007,0.1,3.8,NA,NA,2022-07-12
"1474",Aug 2022,"Clark Fork River below Cabinet Gorge Dam",0.02,0.009,0.001,8.56,187,21.56,124,0.007,0.12,1.69,NA,NA,2022-08-15
"1475",Sep 2022,"Clark Fork River below Cabinet Gorge Dam",NA,0.025,0.0025,8.17,191,19.82,124,0.0085,0.12,1.87,NA,NA,2022-09-13
"1476",Oct 2022,"Clark Fork River below Cabinet Gorge Dam",0.0233333333333333,0.0235,NA,8.64,198,12.56,129,0.00566666666666667,0.11,1.78,NA,NA,2022-10-24
"1477",Nov 2022,"Clark Fork River below Cabinet Gorge Dam",0.03,0.03,0.001,7.82,196,8.64,127,0.006,0.125,1.35,NA,NA,2022-11-15
"1478",Jun 1998,"Clark Fork River below Missoula",0.02,0.03,0.011,8.13,314,13.9,160,0.034,0.1,NA,NA,NA,1998-06-11
"1479",Jul 1998,"Clark Fork River below Missoula",0.02,0.04,0.019,NA,NA,NA,NA,0.074,0.1,NA,NA,NA,1998-07-07
"1480",Aug 1998,"Clark Fork River below Missoula",0.03,0.05,0.011,7.95,237,22.4,121,0.0235,0.55,NA,NA,NA,1998-08-12
"1481",Sep 1998,"Clark Fork River below Missoula",0.03,0.0466666666666667,0.01,8.36,252,18.5,127,0.031,0.166666666666667,NA,NA,NA,1998-09-09
"1482",Oct 1998,"Clark Fork River below Missoula",0.02,0.07,0.014,8.33,256,10.6,138,0.17,0.2,NA,NA,NA,1998-10-06
"1483",Nov 1998,"Clark Fork River below Missoula",0.025,0.065,0.0125,8.17,297,5.9,149,0.02,0.25,NA,NA,NA,1998-11-17
"1484",Dec 1998,"Clark Fork River below Missoula",0.01,0.11,0.009,8.14,473,4.3,233,0.016,0.2,NA,NA,NA,1998-12-15
"1485",Jan 1999,"Clark Fork River below Missoula",0.1,0.13,0.016,8.2,403,0.3,203,0.028,NA,NA,NA,NA,1999-01-26
"1486",Mar 1999,"Clark Fork River below Missoula",0.09,0.13,0.0155,8.9,302,5.3,153,0.1185,0.35,NA,NA,NA,1999-03-02
"1487",Apr 1999,"Clark Fork River below Missoula",0.05,0.075,0.0085,7.91,299,8.9,150,0.037,0.25,NA,NA,NA,1999-04-06
"1488",May 1999,"Clark Fork River below Missoula",0.01,0.025,0.0085,8.055,184.5,11.75,91,0.1025,0.55,NA,NA,NA,1999-05-14
"1489",Jun 1999,"Clark Fork River below Missoula",NA,NA,0.008,6.25,165,15.3,81,0.052,0.2,NA,NA,NA,1999-06-16
"1490",Jul 1999,"Clark Fork River below Missoula",0.05,0.09,0.00525,NA,243,22.8,126,0.0355,0.2,NA,NA,NA,1999-07-13
"1491",Aug 1999,"Clark Fork River below Missoula",0.0766666666666667,0.0466666666666667,0.0173333333333333,8.42,268,21.6,137,0.0346666666666667,0.2,NA,NA,NA,1999-08-17
"1492",Sep 1999,"Clark Fork River below Missoula",0.07,0.0466666666666667,0.0215,7.72,319,15.5,160,0.036,0.266666666666667,NA,NA,NA,1999-09-18
"1493",Oct 1999,"Clark Fork River below Missoula",NA,0.04,0.013,8.48,342,9.6,173,0.028,0.2,NA,NA,NA,1999-10-19
"1494",Nov 1999,"Clark Fork River below Missoula",0.18,0.04,0.005,NA,343,6.3,171,0.019,0.2,NA,NA,NA,1999-11-16
"1495",Dec 1999,"Clark Fork River below Missoula",0.11,0.09,0.002,6.84,336,2.8,169,0.017,0.4,NA,NA,NA,1999-12-14
"1496",Jan 2000,"Clark Fork River below Missoula",0.17,0.1,0.006,6.77,333,2.5,169,0.027,0.2,NA,NA,NA,2000-01-25
"1497",Feb 2000,"Clark Fork River below Missoula",0.13,0.04,0.005,8.36,301,6.3,156,0.039,0.4,NA,NA,NA,2000-02-29
"1498",Mar 2000,"Clark Fork River below Missoula",0.09,NA,0.032,7.46,257,8.5,131,0.06,0.3,NA,NA,NA,2000-03-28
"1499",May 2000,"Clark Fork River below Missoula",0.055,0.015,0.0025,7.705,160,12,78.5,0.032,0.2,5.47,NA,NA,2000-05-16
"1500",Jun 2000,"Clark Fork River below Missoula",0.07,NA,0.009,7.56,214,17.8,110,0.017,0.2,5.43,NA,NA,2000-06-12
"1501",Jul 2000,"Clark Fork River below Missoula",0.16,0.04,0.00833333333333333,8.62,259,22.7,129,0.0226666666666667,0.266666666666667,3.86,NA,NA,2000-07-17
"1502",Aug 2000,"Clark Fork River below Missoula",0.193333333333333,0.0733333333333333,0.0223333333333333,8.79,283,20.5,141,0.0403333333333333,0.533333333333333,NA,NA,NA,2000-08-17
"1503",Sep 2000,"Clark Fork River below Missoula",0.253333333333333,0.0433333333333333,0.0326666666666667,8.54,333,16.3,166,0.0483333333333333,0.333333333333333,2.2,NA,NA,2000-09-13
"1504",Oct 2000,"Clark Fork River below Missoula",0.25,0.025,0.039,8.27,372,9.5,186,0.0455,0.25,2.48,NA,NA,2000-10-15
"1505",Nov 2000,"Clark Fork River below Missoula",0.155,0.03,0.029,8.01,311,4,155,0.0365,0.25,1.36,NA,NA,2000-11-16
"1506",Dec 2000,"Clark Fork River below Missoula",0.23,0.07,0.0075,8.08,341,2.3,172,0.017,0.3,1.33,NA,NA,2000-12-17
"1507",Jan 2001,"Clark Fork River below Missoula",0.223333333333333,0.0533333333333333,0.008,8.59,183,4.7,92,0.016,0.4,0.87,NA,NA,2001-01-23
"1508",Feb 2001,"Clark Fork River below Missoula",0.28,0.0245,0.0275,8.42,365,2.9,NA,0.0385,0.45,NA,NA,NA,2001-02-23
"1509",Mar 2001,"Clark Fork River below Missoula",0.13,NA,0.024,NA,NA,NA,NA,0.056,0.5,NA,NA,NA,2001-03-29
"1510",Apr 2001,"Clark Fork River below Missoula",0.126666666666667,0.016,0.0123333333333333,8.555,300.5,11.5,NA,0.044,0.466666666666667,9.11,NA,NA,2001-04-16
"1511",May 2001,"Clark Fork River below Missoula",0.055,0.01,0.0145,8.05,183,14.2,91,0.034,0.25,NA,NA,NA,2001-05-24
"1512",Jun 2001,"Clark Fork River below Missoula",0.0566666666666667,0.0133333333333333,0.009,8.28,215,14,109,0.03,0.2,NA,NA,NA,2001-06-22
"1513",Jul 2001,"Clark Fork River below Missoula",0.0466666666666667,0.0453333333333333,0.016,8.24,286,18.3,144,0.0363333333333333,0.266666666666667,NA,NA,NA,2001-07-18
"1514",Aug 2001,"Clark Fork River below Missoula",0.116666666666667,0.0953333333333333,0.014,8.7,278,20.1,141,0.0253333333333333,0.333333333333333,2.29,NA,NA,2001-08-19
"1515",Sep 2001,"Clark Fork River below Missoula",0.165,0.10625,0.0095,8.3,315,16,158,0.02275,0.25,2,NA,NA,2001-09-18
"1516",Oct 2001,"Clark Fork River below Missoula",0.17,0.0425,0.056,8.17,336,6.7,173,0.07,0.35,3.56,NA,NA,2001-10-22
"1517",Nov 2001,"Clark Fork River below Missoula",0.115,0.0545,0.009,8.32,331,4.6,173,0.019,0.2,3.09,NA,NA,2001-11-16
"1518",Dec 2001,"Clark Fork River below Missoula",0.21,0.058,0.029,8.04,351,1.2,178,0.045,0.4,1.46,NA,NA,2001-12-19
"1519",Jan 2002,"Clark Fork River below Missoula",0.27,0.069,0.016,8.43,357,1.1,179,0.034,0.3,2.99,NA,NA,2002-01-29
"1520",Mar 2002,"Clark Fork River below Missoula",0.19,0.024,0.008,8.29,328,3.3,167,0.024,0.3,3.65,NA,NA,2002-03-05
"1521",Apr 2002,"Clark Fork River below Missoula",0.2,0.118,0.069,8.35,313,4.7,157,0.119,0.8,15.3,NA,NA,2002-04-02
"1522",May 2002,"Clark Fork River below Missoula",0.09,0.013,0.0183333333333333,8.095,171.5,10.55,87,0.0486666666666667,0.4,13.52,NA,NA,2002-05-12
"1523",Jun 2002,"Clark Fork River below Missoula",0.04,0.02,0.013,7.68,156,14.9,78,0.065,0.3,32.8,NA,NA,2002-06-18
"1524",Jul 2002,"Clark Fork River below Missoula",0.0566666666666667,0.0366666666666667,0.008,8.38,251,22.2,127,0.019,0.3,2.6,NA,NA,2002-07-23
"1525",Aug 2002,"Clark Fork River below Missoula",0.153333333333333,0.0766666666666667,0.0256666666666667,7.95,285,16.8,145,0.0686666666666667,0.533333333333333,22.4,NA,NA,2002-08-20
"1526",Sep 2002,"Clark Fork River below Missoula",0.11,0.045,0.007,8.29,319,13.7,161,0.031,0.3,1.96,NA,NA,2002-09-20
"1527",Jun 2003,"Clark Fork River below Missoula",0.06,0.031,0.016,7.88,195.05,14.55,103.95,0.0385,0.35,8.46,NA,NA,2003-06-17
"1528",Jul 2003,"Clark Fork River below Missoula",0.09,0.018,0.0705,8.025,260,19.65,138.4,0.087,0.35,2.58,NA,NA,2003-07-15
"1529",Aug 2003,"Clark Fork River below Missoula",0.04,0.047,0.01,7.99666666666667,281,18,149.233333333333,0.027,0.2,2.49,NA,NA,2003-08-12
"1530",Sep 2003,"Clark Fork River below Missoula",0.025,0.06025,0.0186666666666667,8.19,321.166666666667,13.4333333333333,170.7,0.034,0.275,2.67333333333333,NA,NA,2003-09-18
"1531",May 2004,"Clark Fork River below Missoula",0.01,0.032,0.023,7.93,177.5,10.8,NA,0.045,NA,3.57,NA,NA,2004-05-18
"1532",Jun 2004,"Clark Fork River below Missoula",0.0166666666666667,0.0236666666666667,0.005,8.11,186.733333333333,14.1333333333333,NA,0.0266666666666667,0.133333333333333,8.35,NA,NA,2004-06-15
"1533",Jul 2004,"Clark Fork River below Missoula",0.02,0.035,0.01,8.315,251,19.65,NA,0.04,0.3,7.675,NA,NA,2004-07-22
"1534",Aug 2004,"Clark Fork River below Missoula",0.02,0.0406666666666667,0.0163333333333333,8.315,268.5,15.7,NA,0.0393333333333333,0.2,4.635,NA,NA,2004-08-17
"1535",Sep 2004,"Clark Fork River below Missoula",NA,0.046,0.018,8.31,1611,12.5,NA,0.0365,0.15,2.875,NA,NA,2004-09-16
"1536",Jan 2005,"Clark Fork River below Missoula",0.02,0.194,0.012,7.63,380,2.2,NA,0.031,0.1,4.7,NA,NA,2005-01-18
"1537",Feb 2005,"Clark Fork River below Missoula",0.01,0.073,0.004,8.42,296,3.2,NA,0.014,0.1,3.2,NA,NA,2005-02-15
"1538",Mar 2005,"Clark Fork River below Missoula",NA,0.074,0.011,8.38,288,8.8,NA,0.027,0.1,4.6,NA,NA,2005-03-15
"1539",Apr 2005,"Clark Fork River below Missoula",NA,0.039,0.011,8.3,227,8.2,NA,0.022,0.2,5.4,NA,NA,2005-04-13
"1540",May 2005,"Clark Fork River below Missoula",NA,0.06,0.014,7.81,211,12.3,NA,0.063,0.4,26.2,NA,NA,2005-05-16
"1541",Jun 2005,"Clark Fork River below Missoula",0.01,0.0335,0.0155,8.46,314.5,17.9,NA,0.0515,0.3,14.45,NA,NA,2005-06-15
"1542",Jul 2005,"Clark Fork River below Missoula",NA,0.0225,0.0075,8.9,268.5,20.05,NA,0.021,0.2,3.15,NA,NA,2005-07-13
"1543",Aug 2005,"Clark Fork River below Missoula",0.02,0.059,0.035,9.105,258,19.95,NA,0.0215,0.2,2.35,NA,NA,2005-08-13
"1544",Sep 2005,"Clark Fork River below Missoula",0.03,0.0556666666666667,0.012,8.52666666666667,326,12.5333333333333,NA,0.0156666666666667,0.9,1.66666666666667,NA,NA,2005-09-14
"1545",Oct 2005,"Clark Fork River below Missoula",NA,0.068,0.017,8.96,340,11.5,NA,0.049,0.2,NA,NA,NA,2005-10-15
"1546",Nov 2005,"Clark Fork River below Missoula",0.01,0.058,0.013,NA,268,2.6,NA,0.026,NA,NA,NA,NA,2005-11-15
"1547",Dec 2005,"Clark Fork River below Missoula",0.01,0.168,0.014,NA,375,1.2,NA,0.028,0.1,NA,NA,NA,2005-12-13
"1548",May 2006,"Clark Fork River below Missoula",0.1,0.056,0.011,8.19,176.4,12.4,NA,0.046,0.4,10.8,NA,NA,2006-05-31
"1549",Jun 2006,"Clark Fork River below Missoula",0.03,0.036,0.0135,8.055,204.95,16.4,NA,0.056,0.35,14.65,NA,NA,2006-06-22
"1550",Jul 2006,"Clark Fork River below Missoula",0.02,0.0355,0.007,8.07,253,19.5,NA,0.0245,0.2,6.065,NA,NA,2006-07-12
"1551",Aug 2006,"Clark Fork River below Missoula",0.02,0.0536666666666667,0.01,8.15333333333333,278.666666666667,15.4666666666667,NA,0.0223333333333333,0.266666666666667,3.09333333333333,NA,NA,2006-08-16
"1552",Sep 2006,"Clark Fork River below Missoula",0.0133333333333333,0.0633333333333333,0.00633333333333333,8.35,319,13.05,NA,0.0193333333333333,0.233333333333333,7.115,NA,NA,2006-09-19
"1553",Jun 2007,"Clark Fork River below Missoula",0.025,0.0393333333333333,0.0126666666666667,NA,NA,NA,NA,0.0713333333333333,0.4,NA,NA,NA,2007-06-16
"1554",Jul 2007,"Clark Fork River below Missoula",NA,0.026,0.0045,NA,NA,NA,NA,0.0165,0.2,NA,NA,NA,2007-07-19
"1555",Aug 2007,"Clark Fork River below Missoula",0.03,0.063,0.004,NA,NA,NA,NA,0.0166666666666667,0.233333333333333,NA,NA,NA,2007-08-16
"1556",Sep 2007,"Clark Fork River below Missoula",0.0133333333333333,0.067,0.00566666666666667,NA,NA,NA,NA,0.023,0.233333333333333,NA,NA,NA,2007-09-10
"1557",Jun 2008,"Clark Fork River below Missoula",0.025,0.0375,NA,8.435,174.65,12,92.35,0.057,0.3,19.35,NA,NA,2008-06-19
"1558",Jul 2008,"Clark Fork River below Missoula",0.0266666666666667,0.0223333333333333,NA,8.52,233,16.8,123.833333333333,0.024,0.2,5.2,NA,NA,2008-07-17
"1559",Aug 2008,"Clark Fork River below Missoula",0.04,0.0423333333333333,NA,8.44333333333333,265.666666666667,15.8666666666667,145.466666666667,0.0133333333333333,0.2,2.59333333333333,15.315,62.85,2008-08-15
"1560",Sep 2008,"Clark Fork River below Missoula",0.0166666666666667,0.046,NA,8.655,304.5,11.25,161.75,0.019,0.2,3.385,13.565,73.2,2008-09-13
"1561",Jun 2009,"Clark Fork River below Missoula",0.00389,0.01797,0.01273,8.2,201,16,107,0.03181,NA,7.51,NA,NA,2009-06-25
"1562",Jul 2009,"Clark Fork River below Missoula",0.00586666666666667,0.0208166666666667,0.00956,8.22333333333333,242.333333333333,16.1666666666667,128.666666666667,0.0190466666666667,0.192666666666667,4.24666666666667,NA,NA,2009-07-16
"1563",Aug 2009,"Clark Fork River below Missoula",0.00828,0.04478,0.00531,8.38666666666667,277.333333333333,17.2,146.966666666667,0.0198333333333333,0.228333333333333,3.52,10.75,38,2009-08-09
"1564",Sep 2009,"Clark Fork River below Missoula",0.014858,0.041462,0.012128,8.30666666666667,307,15.6,162.766666666667,0.027225,0.24775,2.13333333333333,40.7,360.761904761905,2009-09-08
"1565",Jun 2010,"Clark Fork River below Missoula",0.0159,0.0416,0.017,7.59,193,16.5,102.5,0.0552,0.288,17.4,NA,NA,2010-06-24
"1566",Jul 2010,"Clark Fork River below Missoula",0.00856666666666667,0.0231,0.00893333333333333,7.79333333333333,235.333333333333,17.8333333333333,125.2,0.0195666666666667,0.187,3.44333333333333,NA,NA,2010-07-15
"1567",Aug 2010,"Clark Fork River below Missoula",0.00993333333333333,0.0464666666666667,0.00623333333333333,7.99333333333333,277,18.4333333333333,147.266666666667,0.0196666666666667,0.233,2.81,20.5263157894737,66.4047619047619,2010-08-06
"1568",Sep 2010,"Clark Fork River below Missoula",0.031925,0.05925,0.00685,8.23666666666667,303.666666666667,13.0666666666667,161.333333333333,0.01965,0.26475,3.98666666666667,31.95,138.828571428571,2010-09-09
"1569",Jun 2011,"Clark Fork River below Missoula",0.0158,0.0262,0.01625,8.04,136.6,12.6,88.75,0.10225,NA,44.2,NA,NA,2011-06-26
"1570",Jul 2011,"Clark Fork River below Missoula",0.0116666666666667,0.0224666666666667,0.0122666666666667,8.3,203.3,14.5,132.2,0.0335666666666667,0.185666666666667,7.76666666666667,NA,NA,2011-07-21
"1571",Aug 2011,"Clark Fork River below Missoula",0.0245666666666667,0.0307666666666667,0.0104666666666667,8.39666666666667,239.266666666667,16.1,155.533333333333,0.0209333333333333,0.171666666666667,2.1,13.0952380952381,44.2857142857143,2011-08-10
"1572",Sep 2011,"Clark Fork River below Missoula",0.0072,0.0496,0.0066,8.395,276.55,12.35,179.7,0.0130333333333333,0.201666666666667,2.08,8.42857142857143,39.3333333333333,2011-09-13
"1573",Jun 2012,"Clark Fork River below Missoula",0.006495,0.017485,0.00866,8.225,163,12.7,106,0.021235,0.18628,4.82,NA,NA,2012-06-24
"1574",Jul 2012,"Clark Fork River below Missoula",0.02108,0.0209433333333333,0.00678,8.26333333333333,231.133333333333,17.9666666666667,150.133333333333,0.01764,0.246236666666667,1.84,NA,NA,2012-07-19
"1575",Aug 2012,"Clark Fork River below Missoula",0.01026,0.0359166666666667,0.005,8.25,246.5,16.1333333333333,160.1,0.01575,0.21563,2.57666666666667,12.047619047619,32.7619047619048,2012-08-12
"1576",Sep 2012,"Clark Fork River below Missoula",0.006965,0.0415566666666667,0.00203333333333333,8.29,255.05,12.45,165.75,0.0122366666666667,0.19846,1.825,27.8095238095238,161.380952380952,2012-09-06
"1577",Jul 2013,"Clark Fork River below Missoula",0.01379,0.022955,0.00334,8.345,246.9,18.95,160.55,0.01282,0.21607,2.07,NA,NA,2013-07-18
"1578",Aug 2013,"Clark Fork River below Missoula",0.013555,0.031145,0.003685,8.36,271,17.4,176.1,0.013125,0.271875,2.91,8.04761904761905,22.8095238095238,2013-08-08
"1579",Sep 2013,"Clark Fork River below Missoula",0.0136333333333333,0.04233,0.00741666666666667,8.415,293.2,15.25,190.45,0.01763,0.226896666666667,2.515,14.4761904761905,81.4285714285714,2013-09-09
"1580",Jul 2014,"Clark Fork River below Missoula",NA,0.0093,0.00825,8.13,228.75,16.95,148.85,0.02025,0.145,3.79,14.6368421052632,44.1578947368421,2014-07-20
"1581",Aug 2014,"Clark Fork River below Missoula",0.01065,0.02165,0.00525,8.17,281.85,17.45,182.95,0.01435,0.159,1.995,NA,NA,2014-08-14
"1582",Sep 2014,"Clark Fork River below Missoula",0.01295,0.02715,0.0085,8.085,336,13.3,218.4,0.01925,0.221,2.675,19.5380952380952,123.666666666667,2014-09-06
"1583",Jul 2015,"Clark Fork River below Missoula",0.0075,0.01145,0.0023,8.395,222.05,18.9,144.3,0.0132,0.2065,1.465,64.375,228.125,2015-07-09
"1584",Aug 2015,"Clark Fork River below Missoula",0.0121,0.02155,0.0021,8.345,281.5,16.3,182.95,0.01925,0.2275,2.9,24.7619047619048,100.238095238095,2015-08-08
"1585",Sep 2015,"Clark Fork River below Missoula",0.011,0.02065,0.0028,8.435,300.85,13.5,195.6,0.02065,0.251,4.76,16.3333333333333,76.3333333333333,2015-09-12
"1586",Jul 2016,"Clark Fork River below Missoula",0.0079,0.0113,0.00166666666666667,8.34,244.85,16.75,159.25,0.01385,0.1635,1.63,70.22975,252.7425,2016-07-14
"1587",Aug 2016,"Clark Fork River below Missoula",0.009,0.03175,0.0024,8.315,261.45,14.75,169.95,0.0232,0.2685,6.54,NA,NA,2016-08-18
"1588",Sep 2016,"Clark Fork River below Missoula",0.01685,0.03125,0.0017,8.27,290.4,12.1,188.8,0.02185,0.21,5.39,51.0238095238095,285.761904761905,2016-09-08
"1589",Jul 2017,"Clark Fork River below Missoula",0.010675,0.0107666666666667,0.00426666666666667,8.085,249.05,17.5,161.8,0.0159333333333333,0.153666666666667,2.265,5.07142857142857,13.5047619047619,2017-07-13
"1590",Aug 2017,"Clark Fork River below Missoula",0.01255,0.0318,0.0039,8.185,273,16.5,177.45,0.0156,0.196,1.785,6.58571428571429,24.9904761904762,2017-08-10
"1591",Sep 2017,"Clark Fork River below Missoula",0.0091,0.0281,0.0041,8.09,303.2,12.15,197,0.01695,0.2285,3.085,47.0190476190476,175.838095238095,2017-09-07
"1592",Jul 2018,"Clark Fork River below Missoula",0.0414,0.0143,0.0087,8.17,252.9,17.7,164.4,0.0244,0.18,3.2,NA,NA,2018-07-16
"1593",Aug 2018,"Clark Fork River below Missoula",0.0205,0.02865,0.00485,8.335,285.65,15.8,185.6,0.01745,0.1805,2.31,11.4631578947368,42.5105263157895,2018-08-10
"1594",Sep 2018,"Clark Fork River below Missoula",0.0204666666666667,0.0382333333333333,0.00226666666666667,8.24,310.6,14.15,201.85,0.0144666666666667,0.221333333333333,1.89,23.2666666666667,148.361904761905,2018-09-12
"1595",Jul 2019,"Clark Fork River below Missoula",0.02,0.0196666666666667,0.0296666666666667,8.485,272,16.3,177.13,0.0333333333333333,0.136666666666667,4.385,NA,NA,2019-07-11
"1596",Aug 2019,"Clark Fork River below Missoula",0.03,0.0445,0.0135,8.685,299.05,18.55,194.35,0.014,0.17,2.9,15.06725,44.315,2019-08-08
"1597",Sep 2019,"Clark Fork River below Missoula",0.015,0.0335,0.0165,8.275,323.65,13.6,211.1,0.046,0.19,9.695,58.55,253.4,2019-09-09
"1598",Jul 2020,"Clark Fork River below Missoula",NA,0.009,0.005,8.255,253.3,18.55,NA,0.016,0.13,4.19,NA,NA,2020-07-21
"1599",Aug 2020,"Clark Fork River below Missoula",NA,0.025,0.004,8.265,285.35,17.25,NA,0.0205,0.155,2.595,17.4209523809524,55.1357142857143,2020-08-11
"1600",Sep 2020,"Clark Fork River below Missoula",0.02,0.025,0.006,8.04,298.35,14.05,NA,0.0113333333333333,0.156666666666667,3.38,24.8833333333333,116.385714285714,2020-09-10
"1601",Jul 2021,"Clark Fork River below Missoula",0.02,0.02,0.001,8.44,262.35,17.6,NA,0.015,0.13,2.045,16.3809523809524,57.3333333333333,2021-07-16
"1602",Aug 2021,"Clark Fork River below Missoula",0.02,0.015,NA,8.335,298.7,16.4,NA,0.007,0.16,4.49,14.047619047619,59.1904761904762,2021-08-16
"1603",Sep 2021,"Clark Fork River below Missoula",0.02,0.0353333333333333,0.002,8.315,323.35,11.95,NA,0.0136666666666667,0.163333333333333,3.475,NA,NA,2021-09-20
