 Agency Code, Station number,Site, Begin date,Day,Month,Year, Begin time, End date, End time, Time datum, Time datum reliability code, Agency Collecting Sample Code, Medium code, Taxonomic unit code, Body part code," Stream width, feet"," Temperature, water, degrees Celsius"," Temperature, air, degrees Celsius"," Temperature, air, degrees Fahrenheit"," Barometric pressure, millimeters of mercury"," Agency analyzing sample, code"," Weather, World Meteorological Organization (WMO) code"," Discharge, cubic feet per second"," Discharge, instantaneous, cubic feet per second"," Number of sampling points, count"," Gage height, feet"," Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius"," Hydrogen ion, water, unfiltered, calculated, milligrams per liter"," pH, water, unfiltered, field, standard units"," pH, water, unfiltered, laboratory, standard units"," Carbon dioxide, water, unfiltered, milligrams per liter"," Hardness, water, milligrams per liter as calcium carbonate"," Noncarbonate hardness, water, filtered, lab, milligrams per liter as calcium carbonate"," Calcium, water, filtered, milligrams per liter"," Magnesium, water, filtered, milligrams per liter"," Sodium, water, filtered, milligrams per liter"," Sodium adsorption ratio (SAR), water, number"," Sodium fraction of cations, water, percent in equivalents of major cations"," Potassium, water, filtered, milligrams per liter"," Chloride, water, filtered, milligrams per liter"," Sulfate, water, filtered, milligrams per liter"," Fluoride, water, filtered, milligrams per liter"," Silica, water, filtered, milligrams per liter as SiO2"," Arsenic, water, filtered, micrograms per liter"," Arsenic, water, unfiltered, micrograms per liter"," Cadmium, water, filtered, micrograms per liter"," Cadmium, water, unfiltered, micrograms per liter"," Copper, water, filtered, micrograms per liter"," Copper, water, unfiltered, recoverable, micrograms per liter"," Iron, water, unfiltered, recoverable, micrograms per liter"," Iron, water, filtered, micrograms per liter"," Lead, water, filtered, micrograms per liter"," Lead, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, filtered, micrograms per liter"," Zinc, water, filtered, micrograms per liter"," Zinc, water, unfiltered, recoverable, micrograms per liter"," Aluminum, water, unfiltered, recoverable, micrograms per liter"," Aluminum, water, filtered, micrograms per liter"," Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, laboratory, milligrams per liter as calcium carbonate"," Gage height, above datum, meters"," Discharge, cubic meters per second"," Discharge, instantaneous, cubic meters per second"," Transit rate, sampler, minimum, feet per second"," Transit rate, sampler, feet per second"," Transit rate, sampler, maximum, feet per second"," Site visit purpose, code"," Turbidity, water, unfiltered, broad band light source (400"," Turbidity, water, unfiltered, monochrome near infra"," Turbidity, water, unfiltered, monochrome near infra"," Dissolved solids, water, filtered, sum of constituents, milligrams per liter"," Dissolved solids, water, short tons per day"," Dissolved solids, water, filtered, short tons per acre"," Suspended sediment, sieve diameter, percent smaller than 0.0625 millimeters"," Sample purpose, code"," Sample location, distance downstream, feet"," Sample location, distance upstream, feet"," Sampler nozzle material, code"," Sampler nozzle diameter, code"," Suspended sediment concentration, milligrams per liter"," Suspended sediment discharge, short tons per day"," Velocity at point in stream, feet per second"," Sampling method, code"," Sampler type, code"," Sample splitter type, field, code"," Bottle or bag sampler material (construction), code"," Specific conductance, water, unfiltered, laboratory, microsiemens per centimeter at 25 degrees Celsius"," Suspended sediment, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, smaller than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, larger than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, between 0.063 and 4 mm sieve diameter, sediment mass analyzed for particle size fractions, dry weight, grams"," Type of replicate, code"," Type of quality assurance data associated with sample, code"," Sulfuric acid NWIS lot number, 4.5 N (1:7), 1 mL, National Field Supply Service (NFSS) stock number Q438FLD"," Nitric acid NWIS lot number, 7.5"," Conductance standard NWIS lot number, 50 uS/cm KCl, National Field Supply Service (NFSS) stock number Q42FLD"," Conductance standard NWIS lot number, 100 uS/cm KCl, National Field Supply Service (NFSS) stock number Q43FLD"," Conductance standard NWIS lot number, 500 uS/cm KCl, National Field Supply Service (NFSS) stock number Q45FLD"," Conductance standard NWIS lot number, 750 uS/cm KCl, National Field Supply Service (NFSS) stock number Q46FLD"," Conductance standard NWIS lot number, 1000 uS/cm KCl, National Field Supply Service (NFSS) stock number Q47FLD"," pH 10 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q122FLD, Q123FLD"," pH 4 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q124FLD, Q125FLD"," pH 7 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q126FLD, Q127FLD"," Lot number, first, inorganic"," NWIS lot number, capsule filter, 0.45 micron"," NWIS lot number, disk filter, 0.45 micron"," Julian date, in"
USGS,12324200,DL,4/10/2012,10,4,2012,15:26,,,MDT,K,OBSERVER,WS,,,,12,,,,,,,,1,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,10,,,,,28,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/11/2012,11,4,2012,15:30,,,MDT,K,OBSERVER,WS,,,,13,,,,,,,,1,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,10,,,,,28,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/11/2012,11,4,2012,15:31,,,MDT,K,OBSERVER,WS,,,,13,,,,,,,,1,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,10,,,,,29,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/12/2012,12,4,2012,15:40,,,MDT,K,OBSERVER,WS,,,,11,,,,,,,,1,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,10,,,,,39,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/12/2012,12,4,2012,15:41,,,MDT,K,OBSERVER,WS,,,,11,,,,,,,,1,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,10,,,,,37,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/13/2012,13,4,2012,15:30,,,MDT,K,OBSERVER,WS,,,,11,,,,,,,,1,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,10,,,,,34,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/13/2012,13,4,2012,15:31,,,MDT,K,OBSERVER,WS,,,,11,,,,,,,,1,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,10,,,,,34,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/14/2012,14,4,2012,17:50,,,MDT,K,OBSERVER,WS,,,,11.5,,,,,,,,1,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,10,,,,,29,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/14/2012,14,4,2012,17:51,,,MDT,K,OBSERVER,WS,,,,11.5,,,,,,,,1,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,10,,,,,28,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/15/2012,15,4,2012,18:25,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,10,,,,,28,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/15/2012,15,4,2012,18:26,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,10,,,,,25,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/16/2012,16,4,2012,16:10,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,10,,,,,22,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/16/2012,16,4,2012,16:11,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,10,,,,,25,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/17/2012,17,4,2012,15:40,,,MDT,K,OBSERVER,WS,,,,11,,,,,,,,1,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,10,,,,,23,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/17/2012,17,4,2012,15:41,,,MDT,K,OBSERVER,WS,,,,11,,,,,,,,1,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,10,,,,,23,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/18/2012,18,4,2012,18:20,,,MDT,K,OBSERVER,WS,,,,12,,,,,,,,1,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,10,,,,,16,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/18/2012,18,4,2012,18:21,,,MDT,K,OBSERVER,WS,,,,12,,,,,,,,1,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,10,,,,,24,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/19/2012,19,4,2012,15:00,,,MDT,K,OBSERVER,WS,,,,11,,,,,,,,1,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,10,,,,,24,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/19/2012,19,4,2012,15:01,,,MDT,K,OBSERVER,WS,,,,11,,,,,,,,1,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,10,,,,,30,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/20/2012,20,4,2012,19:00,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,10,,,,,36,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/20/2012,20,4,2012,19:01,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,10,,,,,37,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/21/2012,21,4,2012,17:45,,,MDT,K,OBSERVER,WS,,,,15,,,,,,,,1,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,10,,,,,40,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/21/2012,21,4,2012,17:46,,,MDT,K,OBSERVER,WS,,,,15,,,,,,,,1,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,10,,,,,37,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/22/2012,22,4,2012,17:40,,,MDT,K,OBSERVER,WS,,,,16.5,,,,,,,,1,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,10,,,,,62,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/22/2012,22,4,2012,17:41,,,MDT,K,OBSERVER,WS,,,,16.5,,,,,,,,1,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,10,,,,,52,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/23/2012,23,4,2012,14:50,,,MDT,K,OBSERVER,WS,,,,15,,,,,,,,1,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,10,,,,,91,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/23/2012,23,4,2012,14:51,,,MDT,K,OBSERVER,WS,,,,15,,,,,,,,1,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,10,,,,,81,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/24/2012,24,4,2012,16:50,,,MDT,K,OBSERVER,WS,,,,15,,,,,,,,1,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,10,,,,,27,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/24/2012,24,4,2012,16:51,,,MDT,K,OBSERVER,WS,,,,15,,,,,,,,1,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,10,,,,,30,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/25/2012,25,4,2012,16:00,,,MDT,K,OBSERVER,WS,,,,14,,,,,,,,1,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,10,,,,,27,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/25/2012,25,4,2012,16:01,,,MDT,K,OBSERVER,WS,,,,14,,,,,,,,1,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,10,,,,,40,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/26/2012,26,4,2012,16:55,,,MDT,K,OBSERVER,WS,,,,14,,,,,,,,1,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,,,,,,,,,,,,,,10,,,,,146,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/26/2012,26,4,2012,16:56,,,MDT,K,OBSERVER,WS,,,,14,,,,,,,,1,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,,,,,,,,,,,,,,10,,,,,122,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/27/2012,27,4,2012,15:50,,,MDT,K,OBSERVER,WS,,,,8,,,,,,,,1,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,10,,,,,293,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/27/2012,27,4,2012,15:51,,,MDT,K,OBSERVER,WS,,,,8,,,,,,,,1,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,10,,,,,258,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/28/2012,28,4,2012,16:00,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,,,,,,,,,,,,,,10,,,,,92,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/28/2012,28,4,2012,16:01,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,,,,,,,,,,,,,,10,,,,,104,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/29/2012,29,4,2012,16:25,,,MDT,K,OBSERVER,WS,,,,8.5,,,,,,,,1,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,,,,,,,,,,10,,,,,70,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/29/2012,29,4,2012,16:26,,,MDT,K,OBSERVER,WS,,,,8.5,,,,,,,,1,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,,,,,,,,,,10,,,,,73,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/30/2012,30,4,2012,15:45,,,MDT,K,OBSERVER,WS,,,,8,,,,,,,,1,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,,,,,,,,,,,10,,,,,59,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/30/2012,30,4,2012,15:46,,,MDT,K,OBSERVER,WS,,,,8,,,,,,,,1,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,,,,,,,,,,,10,,,,,54,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,5/1/2012,1,5,2012,13:00,,,MDT,K,USGS-WRD,WS,,,,9.3,15,,,,,,510,,3.37,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,5/1/2012,1,5,2012,17:50,,,MDT,K,OBSERVER,WS,,,,11.5,,,,,,,,1,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,10,,,,,45,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,5/1/2012,1,5,2012,17:51,,,MDT,K,OBSERVER,WS,,,,11.5,,,,,,,,1,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,10,,,,,50,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,5/2/2012,2,5,2012,16:00,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,10,,,,,37,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,5/2/2012,2,5,2012,16:01,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,10,,,,,36,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,5/3/2012,3,5,2012,17:40,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,10,,,,,27,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,5/3/2012,3,5,2012,17:41,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,10,,,,,31,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,5/4/2012,4,5,2012,16:35,,,MDT,K,OBSERVER,WS,,,,11,,,,,,,,1,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,10,,,,,21,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,5/4/2012,4,5,2012,16:36,,,MDT,K,OBSERVER,WS,,,,11,,,,,,,,1,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,10,,,,,22,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,5/5/2012,5,5,2012,16:15,,,MDT,K,OBSERVER,WS,,,,12,,,,,,,,1,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,10,,,,,19,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,5/5/2012,5,5,2012,16:16,,,MDT,K,OBSERVER,WS,,,,12,,,,,,,,1,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,10,,,,,20,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,5/6/2012,6,5,2012,17:25,,,MDT,K,OBSERVER,WS,,,,12,,,,,,,,1,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,10,,,,,20,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,5/6/2012,6,5,2012,17:26,,,MDT,K,OBSERVER,WS,,,,12,,,,,,,,1,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,10,,,,,22,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,5/7/2012,7,5,2012,18:35,,,MDT,K,OBSERVER,WS,,,,14,,,,,,,,1,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,10,,,,,20,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,5/7/2012,7,5,2012,18:36,,,MDT,K,OBSERVER,WS,,,,14,,,,,,,,1,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,10,,,,,25,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,5/8/2012,8,5,2012,17:05,,,MDT,K,OBSERVER,WS,,,,15,,,,,,,,1,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,10,,,,,24,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,5/8/2012,8,5,2012,17:06,,,MDT,K,OBSERVER,WS,,,,15,,,,,,,,1,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,10,,,,,17,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
